Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
2500	GO_VENTRICULAR_SEPTUM_DEVELOPMENT	53	-0.95934	0.94905	1	0.95934	0.051948	0.20838	4.5141	0.28372	0.68742	24	2.3453	0.67233	1	29	3.9689	0.093906	0.38021
2501	GO_POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	14	-1.6105	0.93407	1	1.6105	0.066933	0.23881	2.4338	0.35065	0.73032	6	0.8334	0.67333	1	8	2.4979	0.13287	0.45038
2502	GO_INSULIN_RECEPTOR_SIGNALING_PATHWAY	76	0.67949	0.71429	1	-0.67949	0.28671	0.54802	5.1619	0.31568	0.70582	37	4.4247	0.23876	0.93479	39	2.8961	0.43157	0.72708
2503	GO_VIRION_ASSEMBLY	36	0.99186	0.5015	1	-0.99186	0.4995	0.75441	3.3544	0.43457	0.78779	19	2.8184	0.42657	0.99966	17	1.9019	0.47852	0.757
2504	GO_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS	13	0.9105	0.43357	1	-0.9105	0.56743	0.80466	2.2021	0.3986	0.76257	6	3.2075	0.08991	0.76421	7	0.031441	0.8012	0.93168
2505	GO_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	48	-2.8559	0.998	1	2.8559	0.002997	0.032079	4.5893	0.23277	0.65195	18	1.5581	0.73926	1	30	4.5981	0.031968	0.23583
2506	GO_KERATAN_SULFATE_BIOSYNTHETIC_PROCESS	26	-0.41512	0.81319	1	0.41512	0.18781	0.43109	2.7523	0.45554	0.79877	11	2.184	0.41658	0.99886	15	1.7533	0.46653	0.75097
2507	GO_NEGATIVE_REGULATION_OF_CIRCADIAN_RHYTHM	16	0.1158	0.67832	1	-0.1158	0.32268	0.5878	4.1258	0.050949	0.40374	9	2.6744	0.23576	0.93479	7	3.2052	0.041958	0.27119
2508	GO_POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	25	-3.8712	1	1	3.8712	0.000999	0.014666	2.2686	0.61039	0.86656	6	-0.56338	0.95105	1	19	2.9188	0.20779	0.54639
2509	GO_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	120	3.1036	0.21978	1	-3.1036	0.78122	0.95187	9.0952	0.002997	0.10302	66	7.9543	0.004995	0.42198	54	4.7646	0.10589	0.40073
2510	GO_BLOOD_VESSEL_REMODELING	32	-1.3628	0.95904	1	1.3628	0.041958	0.18195	2.5437	0.61938	0.8703	10	2.2679	0.36264	0.97699	22	1.5388	0.66633	0.86452
2511	GO_POSITIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT3_PROTEIN	35	-1.0384	0.94206	1	1.0384	0.058941	0.22451	3.6895	0.28971	0.69164	20	1.0026	0.89211	1	15	4.478	0.020979	0.1949
2512	GO_TRIGLYCERIDE_CATABOLIC_PROCESS	19	0.90085	0.45654	1	-0.90085	0.54446	0.78699	2.1076	0.56643	0.84775	7	3.7088	0.054945	0.66566	12	-0.18064	0.91209	0.97506
2513	GO_REGULATION_OF_SKELETAL_MUSCLE_ADAPTATION	13	1.5395	0.28072	1	-1.5395	0.72028	0.91014	1.0341	0.74525	0.91491	7	1.8904	0.37063	0.97699	6	-0.51976	0.9041	0.97465
2514	GO_GLIAL_CELL_MIGRATION	35	1.1013	0.50749	1	-1.1013	0.49351	0.75002	2.2771	0.72228	0.90269	20	2.075	0.66134	1	15	1.0824	0.67333	0.86641
2515	GO_MODULATION_BY_VIRUS_OF_HOST_MORPHOLOGY_OR_PHYSIOLOGY	37	-0.12214	0.77223	1	0.12214	0.22877	0.47742	2.8118	0.62338	0.8703	17	2.1787	0.56743	1	20	1.8159	0.55944	0.80352
2516	GO_PROTEIN_K48_LINKED_DEUBIQUITINATION	19	-0.026691	0.70629	1	0.026691	0.29471	0.55725	1.0403	0.84016	0.95387	10	0.51146	0.86014	1	9	0.97243	0.61339	0.83504
2517	GO_RNA_SECONDARY_STRUCTURE_UNWINDING	40	0.72438	0.62138	1	-0.72438	0.37962	0.64693	2.3123	0.78521	0.93334	19	2.5892	0.5005	1	21	0.72844	0.83716	0.94998
2518	GO_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS	20	1.1879	0.39361	1	-1.1879	0.60739	0.83434	2.242	0.53347	0.82926	12	1.979	0.52547	1	8	1.1211	0.53047	0.78265
2519	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	157	-4.4126	1	1	4.4126	0.000999	0.014666	8.1256	0.1019	0.50528	66	3.309	0.89311	1	91	7.8549	0.001998	0.047715
2520	GO_STEROID_METABOLIC_PROCESS	228	-8.1249	1	1	8.1249	0.000999	0.014666	11.583	0.002997	0.10302	85	3.5283	0.92607	1	143	11.906	0.000999	0.033514
2521	GO_DIVALENT_INORGANIC_CATION_HOMEOSTASIS	320	1.1473	0.92008	1	-1.1473	0.080919	0.26439	10.82	0.11389	0.51443	173	7.3087	0.60839	1	147	8.0355	0.014985	0.16582
2522	GO_REGULATION_OF_ANION_TRANSMEMBRANE_TRANSPORT	28	1.0653	0.45355	1	-1.0653	0.54745	0.78917	3.3202	0.31169	0.70135	14	3.1996	0.24276	0.93479	14	1.4959	0.52747	0.78095
2523	GO_NEGATIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	15	-0.82053	0.85814	1	0.82053	0.14286	0.3733	2.4313	0.37662	0.74654	5	2.2392	0.23776	0.93479	10	1.3944	0.49051	0.76537
2524	GO_TOXIN_TRANSPORT	36	0.7524	0.57143	1	-0.7524	0.42957	0.6911	1.2775	0.92807	0.97885	17	1.8809	0.66034	1	19	-0.020719	0.95005	0.9901
2525	GO_DETECTION_OF_LIGHT_STIMULUS	52	3.2605	0.1009	0.89061	-3.2605	0.9001	1	4.5294	0.27373	0.68318	33	4.3276	0.21379	0.92724	19	1.7899	0.54046	0.79104
2526	GO_REGULATION_OF_HISTONE_PHOSPHORYLATION	13	2.9553	0.056943	0.68787	-2.9553	0.94406	1	3.2714	0.13886	0.54972	9	3.3784	0.11189	0.79431	4	0.83007	0.51848	0.77784
2527	GO_REGULATION_OF_PROTEIN_IMPORT	177	0.49121	0.88611	1	-0.49121	0.11489	0.32842	8.6586	0.083916	0.47946	86	6.8528	0.13487	0.83407	91	5.4138	0.15285	0.47787
2528	GO_NEUROLOGICAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	13	-2.6059	0.98601	1	2.6059	0.014985	0.094141	3.0389	0.17582	0.6034	6	-0.25152	0.92408	1	7	4.3742	0.003996	0.0782
2529	GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	41	1.2257	0.47453	1	-1.2257	0.52647	0.77583	2.2117	0.80619	0.93913	24	1.7255	0.83017	1	17	1.3846	0.62837	0.84296
2530	GO_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION	68	0.69047	0.72527	1	-0.69047	0.27572	0.53329	3.5163	0.71528	0.89972	31	4.0404	0.28971	0.9457	37	1.0686	0.90809	0.97465
2531	GO_DRUG_METABOLIC_PROCESS	38	-6.893	1	1	6.893	0.000999	0.014666	7.1235	0.002997	0.10302	8	1.5826	0.53347	1	30	7.2	0.000999	0.033514
2532	GO_FAT_CELL_DIFFERENTIATION	101	-1.1762	0.98202	1	1.1762	0.018981	0.11024	5.7203	0.33766	0.72377	47	3.3532	0.69331	1	54	4.6949	0.11489	0.42118
2533	GO_AMELOGENESIS	18	0.31159	0.61039	1	-0.31159	0.39061	0.65536	0.076717	0.96004	0.98793	13	-1.3395	0.998	1	5	2.3055	0.13087	0.45038
2534	GO_CELLULAR_RESPONSE_TO_INORGANIC_SUBSTANCE	146	-1.8693	0.997	1	1.8693	0.003996	0.040226	8.313	0.047952	0.40226	69	4.3921	0.63736	1	77	7.2892	0.002997	0.063342
2535	GO_RESPONSE_TO_PROGESTERONE	47	-3.2598	0.999	1	3.2598	0.001998	0.024415	5.6253	0.053946	0.41022	14	4.1493	0.080919	0.75453	33	4.0107	0.095904	0.38425
2536	GO_REGULATION_OF_PROTON_TRANSPORT	12	1.4568	0.2987	1	-1.4568	0.7023	0.89816	-0.10528	0.94406	0.98336	7	0.8706	0.70729	1	5	-1.1932	0.95105	0.99048
2537	GO_REGULATION_OF_NEURON_PROJECTION_REGENERATION	20	-2.6756	0.99301	1	2.6756	0.007992	0.063159	1.5921	0.71229	0.89817	6	0.12022	0.85714	1	14	1.8242	0.42857	0.7255
2538	GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	14	-0.93802	0.86114	1	0.93802	0.13986	0.36912	0.50387	0.85514	0.95726	5	0.92391	0.60939	1	9	-0.060203	0.85914	0.96176
2539	GO_POSITIVE_REGULATION_OF_SMAD_PROTEIN_IMPORT_INTO_NUCLEUS	12	1.5883	0.26973	1	-1.5883	0.73127	0.91909	1.7604	0.50949	0.82187	7	1.9476	0.35864	0.9763	5	0.4228	0.67233	0.86641
2540	GO_GENE_SILENCING	185	8.4329	0.000999	0.054151	-8.4329	1	1	6.7508	0.5994	0.86252	125	8.0304	0.14585	0.85687	60	0.26317	0.99101	1
2541	GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	15	-0.30884	0.76024	1	0.30884	0.24076	0.49318	2.3126	0.4046	0.76882	5	2.5947	0.16384	0.8951	10	0.99756	0.62438	0.84213
2542	GO_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL	13	-2.9293	0.99401	1	2.9293	0.006993	0.057973	3.4482	0.1039	0.50842	4	0.73965	0.61439	1	9	3.6512	0.035964	0.25003
2543	GO_ZINC_II_ION_TRANSPORT	26	0.833	0.52947	1	-0.833	0.47153	0.73134	5.3045	0.00999	0.19923	15	3.6106	0.13786	0.84273	11	3.939	0.02997	0.2295
2544	GO_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY	13	1.9593	0.17882	1	-1.9593	0.82218	0.97127	4.2142	0.034965	0.36683	7	4.4131	0.00999	0.47952	6	1.4365	0.37163	0.68781
2545	GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION	30	0.16806	0.69331	1	-0.16806	0.30769	0.57083	2.3935	0.63237	0.87346	15	1.8189	0.63337	1	15	1.5659	0.52647	0.78084
2546	GO_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	14	1.3273	0.30669	1	-1.3273	0.69431	0.8928	3.7263	0.084915	0.48126	7	3.9567	0.033966	0.62652	7	1.3131	0.44955	0.73853
2547	GO_RESPONSE_TO_FATTY_ACID	81	-0.54238	0.92108	1	0.54238	0.07992	0.26255	7.7888	0.006993	0.16426	35	6.3329	0.015984	0.53585	46	4.8115	0.05994	0.31357
2548	GO_DNA_METHYLATION_INVOLVED_IN_GAMETE_GENERATION	18	1.8182	0.20779	1	-1.8182	0.79321	0.95574	2.1676	0.51748	0.82625	13	1.612	0.63736	1	5	1.5136	0.33267	0.65771
2549	GO_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	79	0.10196	0.84016	1	-0.10196	0.16084	0.39978	4.0935	0.64635	0.87837	41	2.8428	0.77323	1	38	2.9493	0.40759	0.71194
2550	GO_EPITHELIAL_CELL_APOPTOTIC_PROCESS	25	1.0104	0.47852	1	-1.0104	0.52248	0.77374	4.4447	0.072927	0.4602	13	3.8117	0.11489	0.79553	12	2.448	0.22877	0.56287
2551	GO_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR	69	4.7088	0.00999	0.25444	-4.7088	0.99101	1	3.899	0.62038	0.8703	46	4.3708	0.36763	0.97699	23	0.57205	0.89211	0.97373
2552	GO_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	106	1.0596	0.69231	1	-1.0596	0.30869	0.57193	4.2362	0.80719	0.93913	53	3.7723	0.68432	1	53	2.2186	0.78721	0.92381
2553	GO_RETROGRADE_TRANSPORT_ENDOSOME_TO_PLASMA_MEMBRANE	12	0.59133	0.52048	1	-0.59133	0.48052	0.73797	0.18175	0.9001	0.97116	5	1.4817	0.44655	1	7	-1.0143	0.95405	0.9914
2554	GO_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	94	-0.19238	0.91608	1	0.19238	0.084915	0.27302	5.2505	0.38961	0.75528	43	4.0495	0.43856	1	51	3.4099	0.36863	0.68781
2555	GO_DRUG_TRANSPORT	25	-1.4308	0.95405	1	1.4308	0.046953	0.19636	3.0003	0.37063	0.74196	9	2.275	0.32667	0.96843	16	2.0442	0.39261	0.70231
2556	GO_POSITIVE_REGULATION_OF_GROWTH	229	-1.045	0.99401	1	1.045	0.006993	0.057973	10.788	0.011988	0.21942	100	8.2548	0.02997	0.60843	129	7.1059	0.037962	0.25674
2557	GO_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	140	2.3399	0.43157	1	-2.3399	0.56943	0.80466	6.2476	0.46354	0.80059	78	5.3002	0.48052	1	62	3.4432	0.47153	0.75384
2558	GO_TISSUE_REMODELING	85	-1.3557	0.98202	1	1.3557	0.018981	0.11024	5.1879	0.37063	0.74196	34	3.9146	0.34965	0.97422	51	3.5014	0.34565	0.66716
2559	GO_REGULATION_OF_CYTOPLASMIC_TRANSPORT	459	1.6301	0.94106	1	-1.6301	0.05994	0.22627	12.556	0.11688	0.52019	233	10.004	0.22677	0.93418	226	7.7367	0.14985	0.4727
2560	GO_CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT	11	-3.1184	0.99401	1	3.1184	0.006993	0.057973	2.6853	0.23077	0.6509	3	0.025953	0.76623	1	8	3.1329	0.057942	0.30963
2561	GO_SEGMENT_SPECIFICATION	15	-0.051914	0.7043	1	0.051914	0.2967	0.56053	1.4955	0.62138	0.8703	7	1.3754	0.54046	1	8	0.76128	0.64136	0.84772
2562	GO_CELLULAR_RESPONSE_TO_STEROL	14	-2.8199	0.98202	1	2.8199	0.018981	0.11024	4.4996	0.032967	0.35832	4	2.0738	0.26274	0.93616	10	4.0124	0.014985	0.16582
2563	GO_T_CELL_MIGRATION	14	0.87926	0.43357	1	-0.87926	0.56743	0.80466	0.30874	0.89111	0.96806	9	-0.015558	0.92707	1	5	0.5375	0.63536	0.84535
2564	GO_OSSIFICATION	241	1.7879	0.73526	1	-1.7879	0.26573	0.52257	10.512	0.042957	0.39569	126	8.3689	0.094905	0.76797	115	6.4582	0.067932	0.32968
2565	GO_MULTI_MULTICELLULAR_ORGANISM_PROCESS	200	-1.6425	0.99401	1	1.6425	0.006993	0.057973	8.697	0.14785	0.56165	95	5.2372	0.66134	1	105	7.0215	0.028971	0.22594
2566	GO_REGULATION_OF_ENDOCYTOSIS	197	-2.1067	1	1	2.1067	0.000999	0.014666	8.1842	0.22178	0.6449	93	4.5578	0.8032	1	104	6.9539	0.021978	0.19936
2567	GO_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION	42	2.3378	0.21379	1	-2.3378	0.78721	0.9545	1.7431	0.89411	0.96806	24	2.352	0.67133	1	18	-0.053124	0.93706	0.98556
2568	GO_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	42	2.0607	0.26074	1	-2.0607	0.74026	0.92516	4.4042	0.18781	0.61747	26	3.6746	0.30769	0.95355	16	2.4514	0.28272	0.6221
2569	GO_ACTION_POTENTIAL	88	0.33745	0.81818	1	-0.33745	0.18282	0.42587	4.7985	0.54545	0.83529	47	3.2051	0.73027	1	41	3.5984	0.25275	0.59552
2570	GO_GOLGI_TO_VACUOLE_TRANSPORT	25	-2.0895	0.98102	1	2.0895	0.01998	0.11354	3.3936	0.26074	0.67539	8	2.0577	0.39261	0.98878	17	2.7037	0.21578	0.55046
2571	GO_IMMUNOGLOBULIN_PRODUCTION_INVOLVED_IN_IMMUNOGLOBULIN_MEDIATED_IMMUNE_RESPONSE	22	2.1599	0.18581	1	-2.1599	0.81518	0.96679	-0.17996	0.98102	0.99395	12	1.9568	0.52847	1	10	-2.4105	0.998	1
2572	GO_NEGATIVE_T_CELL_SELECTION	13	-0.77654	0.84416	1	0.77654	0.15684	0.39543	2.2545	0.38661	0.75223	7	0.77569	0.74026	1	6	2.4807	0.13087	0.45038
2573	GO_LIPOPROTEIN_LOCALIZATION	13	0.47428	0.54945	1	-0.47428	0.45155	0.7121	1.3843	0.65734	0.88202	9	0.36964	0.86813	1	4	1.9411	0.2048	0.54308
2574	GO_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS	91	-0.071754	0.87013	1	0.071754	0.13087	0.35675	5.6484	0.2997	0.69742	46	4.0022	0.48452	1	45	3.9858	0.18482	0.5222
2575	GO_NEGATIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	49	-0.52004	0.8951	1	0.52004	0.10589	0.31309	4.5495	0.25874	0.67539	24	2.9025	0.4955	1	25	3.5254	0.13886	0.45616
2576	GO_DETECTION_OF_VISIBLE_LIGHT	39	2.2512	0.21978	1	-2.2512	0.78122	0.95187	4.2012	0.24476	0.66165	24	3.7231	0.25774	0.93616	15	2.0649	0.36563	0.68447
2577	GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION	14	4.0949	0.007992	0.23304	-4.0949	0.99301	1	1.5228	0.61039	0.86656	12	2.1623	0.45455	1	2	-1.2676	0.94106	0.98657
2578	GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	53	2.9212	0.14286	1	-2.9212	0.85814	0.99295	2.0978	0.91908	0.97856	35	2.2715	0.84316	1	18	0.43223	0.87712	0.96804
2579	GO_HISTONE_H3_K4_METHYLATION	27	2.4639	0.16184	1	-2.4639	0.83916	0.98309	4.4007	0.096903	0.49722	17	3.8602	0.13986	0.84516	10	2.198	0.25475	0.5966
2580	GO_NEGATIVE_REGULATION_OF_BLOOD_PRESSURE	42	-2.7381	0.99401	1	2.7381	0.006993	0.057973	4.7659	0.12188	0.52315	15	2.4303	0.44256	1	27	4.1328	0.061938	0.31696
2581	GO_ALCOHOL_METABOLIC_PROCESS	338	-3.2691	1	1	3.2691	0.000999	0.014666	12.454	0.012987	0.22412	147	7.8078	0.27772	0.94136	191	9.7181	0.000999	0.033514
2582	GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	15	1.6558	0.26873	1	-1.6558	0.73227	0.91925	1.104	0.75624	0.92011	9	1.489	0.57243	1	6	-0.078034	0.83417	0.94785
2583	GO_CELL_SUBSTRATE_JUNCTION_ASSEMBLY	40	0.61894	0.64835	1	-0.61894	0.35265	0.61739	4.3696	0.21878	0.64148	20	3.4775	0.25375	0.93616	20	2.702	0.26374	0.60325
2584	GO_MONOSACCHARIDE_TRANSPORT	54	-0.70549	0.91209	1	0.70549	0.088911	0.28116	3.8512	0.51948	0.82694	24	2.9218	0.48951	1	30	2.5535	0.45754	0.74472
2585	GO_REGULATION_OF_B_CELL_ACTIVATION	99	4.2066	0.046953	0.61437	-4.2066	0.95405	1	7.3787	0.043956	0.39847	66	5.9102	0.1978	0.92724	33	4.4221	0.052947	0.29683
2586	GO_REGULATION_OF_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	11	-0.26339	0.72428	1	0.26339	0.27672	0.53424	2.934	0.18082	0.60868	5	2.2617	0.23277	0.93418	6	1.908	0.25075	0.59213
2587	GO_REGULATION_OF_STEROL_TRANSPORT	38	-2.8061	0.998	1	2.8061	0.002997	0.032079	3.0224	0.54745	0.8353	15	0.46949	0.91508	1	23	3.5058	0.12887	0.44871
2588	GO_NEGATIVE_REGULATION_OF_GROWTH	231	1.6239	0.75724	1	-1.6239	0.24376	0.49596	8.1959	0.4006	0.76467	120	6.6235	0.44056	1	111	4.9365	0.37662	0.68947
2589	GO_NEGATIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	13	-1.7527	0.95105	1	1.7527	0.04995	0.20365	1.0349	0.74525	0.91491	4	0.51856	0.67932	1	9	0.89804	0.63237	0.84296
2590	GO_REGULATION_OF_SYSTEM_PROCESS	480	-0.52335	1	1	0.52335	0.000999	0.014666	11.174	0.58941	0.85873	231	8.0549	0.77123	1	249	7.7559	0.24076	0.57856
2591	GO_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	191	0.60738	0.9041	1	-0.60738	0.096903	0.29797	8.3822	0.18881	0.61819	106	5.0083	0.83117	1	85	6.9722	0.007992	0.1153
2592	GO_REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS	78	-4.6691	1	1	4.6691	0.000999	0.014666	4.5057	0.52547	0.82838	28	0.42656	0.98501	1	50	5.3084	0.02997	0.2295
2593	GO_RESPONSE_TO_BMP	88	0.1352	0.84416	1	-0.1352	0.15684	0.39543	5.7562	0.24675	0.66493	39	5.3187	0.11688	0.80019	49	2.9689	0.5035	0.76889
2594	GO_IMIDAZOLE_CONTAINING_COMPOUND_METABOLIC_PROCESS	10	-2.8726	0.98901	1	2.8726	0.011988	0.081097	4.6757	0.012987	0.22412	3	1.9173	0.22577	0.93418	7	4.3334	0.005994	0.10014
2595	GO_RESPONSE_TO_PH	36	-1.8878	0.98302	1	1.8878	0.017982	0.10678	4.1596	0.1958	0.62339	15	2.1571	0.54845	1	21	3.6231	0.078921	0.34968
2596	GO_SMALL_MOLECULE_CATABOLIC_PROCESS	314	-11.753	1	1	11.753	0.000999	0.014666	16.609	0.000999	0.063997	99	6.715	0.24476	0.93479	215	15.515	0.000999	0.033514
2597	GO_OXALATE_TRANSPORT	12	2.4984	0.1019	0.89383	-2.4984	0.8991	1	2.9457	0.16184	0.58633	6	4.1416	0.013986	0.5228	6	0.024258	0.80619	0.93466
2598	GO_CELLULAR_RESPONSE_TO_EXOGENOUS_DSRNA	11	-0.74263	0.81918	1	0.74263	0.18182	0.42448	1.1639	0.69031	0.89064	5	0.34951	0.76124	1	6	1.2568	0.43956	0.73469
2599	GO_RESPONSE_TO_TEMPERATURE_STIMULUS	140	-2.3882	0.999	1	2.3882	0.001998	0.024415	5.483	0.6953	0.89354	67	1.881	0.99201	1	73	5.791	0.064935	0.32216
2600	GO_REGULATION_OF_TOR_SIGNALING	63	-1.0179	0.95205	1	1.0179	0.048951	0.20113	4.9216	0.27972	0.68742	33	2.1831	0.81419	1	30	4.8423	0.013986	0.16109
2601	GO_DNA_REPLICATION_CHECKPOINT	14	4.5706	0.000999	0.054151	-4.5706	1	1	4.0775	0.054945	0.4141	11	4.3414	0.032967	0.6189	3	0.49523	0.60639	0.83141
2602	GO_RESPONSE_TO_ACETYLCHOLINE	17	0.46854	0.55744	1	-0.46854	0.44356	0.70449	3.9413	0.078921	0.47063	10	2.5005	0.29471	0.94953	7	3.1535	0.047952	0.2871
2603	GO_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS	206	-2.8062	1	1	2.8062	0.000999	0.014666	9.7077	0.035964	0.37269	93	5.4304	0.56943	1	113	8.1808	0.001998	0.047715
2604	GO_REGULATION_OF_ISOTYPE_SWITCHING	23	0.85738	0.46953	1	-0.85738	0.53147	0.77645	2.665	0.42857	0.78658	12	2.4729	0.36264	0.97699	11	1.2707	0.5954	0.82382
2605	GO_CELLULAR_GLUCOSE_HOMEOSTASIS	71	-1.6957	0.98601	1	1.6957	0.014985	0.094141	5.2808	0.23776	0.65746	33	2.7141	0.68731	1	38	4.6892	0.055944	0.30671
2606	GO_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	38	4.3322	0.022977	0.41516	-4.3322	0.97802	1	5.1972	0.078921	0.47063	26	5.1373	0.051948	0.65697	12	1.6865	0.43457	0.73009
2607	GO_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION	31	-3.464	1	1	3.464	0.000999	0.014666	4.888	0.060939	0.42657	11	1.5813	0.6044	1	20	4.9128	0.010989	0.14076
2608	GO_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	34	-0.43168	0.83616	1	0.43168	0.16484	0.40355	1.0238	0.95704	0.98789	16	0.45217	0.92907	1	18	0.98083	0.75824	0.90976
2609	GO_REGULATION_OF_APPETITE	20	0.038321	0.69331	1	-0.038321	0.30769	0.57083	0.092125	0.96603	0.9882	10	0.30509	0.9021	1	10	-0.1748	0.8981	0.97465
2610	GO_PROTEIN_DEGLYCOSYLATION	21	-2.6353	0.98901	1	2.6353	0.011988	0.081097	2.9098	0.36663	0.74182	7	0.85703	0.71129	1	14	2.9578	0.13986	0.45616
2611	GO_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION	16	-2.1579	0.97802	1	2.1579	0.022977	0.12535	1.1921	0.75724	0.92043	6	-0.83985	0.97203	1	10	2.1584	0.26573	0.60423
2612	GO_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY	10	-2.1934	0.97103	1	2.1934	0.02997	0.14838	1.8233	0.45455	0.79843	3	0.19316	0.71429	1	7	2.0528	0.23177	0.56793
2613	GO_RESPONSE_TO_VITAMIN_D	32	0.6923	0.59441	1	-0.6923	0.40659	0.66864	4.672	0.086913	0.48351	16	3.4725	0.21978	0.92928	16	3.1347	0.13586	0.45543
2614	GO_TRANSLATIONAL_ELONGATION	108	3.0956	0.2048	1	-3.0956	0.7962	0.95608	2.8752	0.97502	0.99168	68	2.6096	0.96304	1	40	1.3219	0.89011	0.97298
2615	GO_REGULATION_OF_CELL_SUBSTRATE_ADHESION	164	-2.5405	0.998	1	2.5405	0.002997	0.032079	6.1982	0.63836	0.8771	75	2.7163	0.97902	1	89	5.9204	0.080919	0.35372
2616	GO_CYTOKINE_SECRETION	38	0.27124	0.71329	1	-0.27124	0.28771	0.54919	1.4266	0.92408	0.97885	22	0.23442	0.98102	1	16	1.9237	0.42857	0.7255
2617	GO_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	45	-2.3551	0.99101	1	2.3551	0.00999	0.072449	4.9389	0.14386	0.55546	18	2.3764	0.49351	1	27	4.4358	0.042957	0.27305
2618	GO_LYMPHOCYTE_CHEMOTAXIS	37	-1.5091	0.95904	1	1.5091	0.041958	0.18195	4.2418	0.18781	0.61747	18	1.6289	0.72527	1	19	4.3339	0.021978	0.19936
2619	GO_MESODERMAL_CELL_DIFFERENTIATION	26	-0.07159	0.75125	1	0.07159	0.24975	0.50283	4.9339	0.026973	0.32583	12	3.6488	0.095904	0.77309	14	3.3457	0.086913	0.37034
2620	GO_METANEPHRIC_MESENCHYME_DEVELOPMENT	14	0.5056	0.52448	1	-0.5056	0.47652	0.73604	4.4556	0.032967	0.35832	6	4.129	0.013986	0.5228	8	2.3184	0.16883	0.50201
2621	GO_BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS	22	-4.1789	1	1	4.1789	0.000999	0.014666	4.5274	0.057942	0.41592	7	0.61914	0.77722	1	15	5.06	0.004995	0.09023
